"WRITE","W1","1","HSET","doc:9d6b3a937f68437eb2c1a35a2d248709:18","title","Wikipedia\: Steel\-string acoustic guitar","url","https\://en\.wikipedia\.org/wiki/Steel\-string_acoustic_guitar","abstract","The steel\-string acoustic guitar is a modern form of guitar that descends from the gut\-strung Romantic guitar\, but is strung with steel strings for a brighter\, louder sound\. Like the modern classical guitar\, it is often referred to simply as an acoustic guitar\."
"WRITE","W1","1","HSET","doc:04301c5f6a124c1eab9ca11b2d8a3703:19","title","Wikipedia\: August 19","url","https\://en\.wikipedia\.org/wiki/August_19","abstract","\=\=Events\=\="
"WRITE","W1","1","HSET","doc:e405ea7ea0814bae8f06ad5e78ccd8e2:20","title","Wikipedia\: Augustin\-Jean Fresnel","url","https\://en\.wikipedia\.org/wiki/Augustin\-Jean_Fresnel","abstract","| birth_place   \= Broglie\, Kingdom of France"
"WRITE","W1","1","HSET","doc:6605e909f787487fa3433a32eb77cddf:21","title","Wikipedia\: Alphons","url","https\://en\.wikipedia\.org/wiki/Alphons","abstract","Alphons \(Latinized Alphonsus\, Adelphonsus\, or Adefonsus\) is a male given name recorded from the 8th century \(Alfonso I of Asturias\, r\. 739–757\) in the Christian successor states of the Visigothic kingdom in the Iberian peninsula\."
"WRITE","W1","1","HSET","doc:fe7c0dd20ae54709b0997b4fa89007d1:22","title","Wikipedia\: Apuleius","url","https\://en\.wikipedia\.org/wiki/Apuleius","abstract","| birth_place \= Madaurus\, Numidia"
"WRITE","W1","1","HSET","doc:8d17ea4c859047ca9135c726cc56b0c7:23","title","Wikipedia\: A\. A\. Milne","url","https\://en\.wikipedia\.org/wiki/A\._A\._Milne","abstract","| birth_place \= Kilburn\, London\, England"
"WRITE","W1","1","HSET","doc:f04a018a94e349b79b98385dae1260b2:24","title","Wikipedia\: Andronikos I Komnenos","url","https\://en\.wikipedia\.org/wiki/Andronikos_I_Komnenos","abstract","Andronikos Komnenos\}\}"
"WRITE","W1","1","HSET","doc:9504c246835b46afa15b07294e94a024:25","title","Wikipedia\: Alfonso XII","url","https\://en\.wikipedia\.org/wiki/Alfonso_XII","abstract","| predecessor     \= Amadeo I \(1873\)"
"WRITE","W1","1","HSET","doc:c25043127b664f1d88be8af2e94303f1:26","title","Wikipedia\: Aramaic alphabet","url","https\://en\.wikipedia\.org/wiki/Aramaic_alphabet","abstract","Nabataean"
"WRITE","W1","1","HSET","doc:e222accfa8c54a3c87bcec43fcd9105f:27","title","Wikipedia\: The Apache Software Foundation","url","https\://en\.wikipedia\.org/wiki/The_Apache_Software_Foundation","abstract","| founders            \="
"WRITE","W1","1","HSET","doc:beb6b8b679cb41edbf45815909e2a029:28","title","Wikipedia\: Actinophryid","url","https\://en\.wikipedia\.org/wiki/Actinophryid","abstract","The actinophryids are an order of heliozoa\, a polyphyletic array of stramenopiles\, having a close relationship with pedinellids and Ciliophrys\. They are common in fresh water and occasionally found in marine and soil habitats\."
"WRITE","W1","1","HSET","doc:a21447ae95ac49c095f6202daf9272eb:29","title","Wikipedia\: August 4","url","https\://en\.wikipedia\.org/wiki/August_4","abstract","\=\=Events\=\="
"WRITE","W1","1","HSET","doc:f516c2ed2e2c417cad46720770192420:30","title","Wikipedia\: April 17","url","https\://en\.wikipedia\.org/wiki/April_17","abstract","\=\=Events\=\="
"WRITE","W1","1","HSET","doc:db16d567862b454fbf90937855e11888:31","title","Wikipedia\: Allah","url","https\://en\.wikipedia\.org/wiki/Allah","abstract","Allah \(\;\""Allah\""\. Random House Webster\'s Unabridged Dictionary\."
"WRITE","W1","1","HSET","doc:3102082cbffe4e6eb834848145548142:32","title","Wikipedia\: April 28","url","https\://en\.wikipedia\.org/wiki/April_28","abstract","\=\=Events\=\="
"WRITE","W1","1","HSET","doc:43355edc1b4244efa26646cc51b27863:33","title","Wikipedia\: Amiga","url","https\://en\.wikipedia\.org/wiki/Amiga","abstract","\(Amiga 1000\)"
"WRITE","W1","1","HSET","doc:7a2387d14eb54dacb8c0925a501b75fc:34","title","Wikipedia\: Acacia sensu lato","url","https\://en\.wikipedia\.org/wiki/Acacia_sensu_lato","abstract","Acacia s\.l\."
"WRITE","W1","1","HSET","doc:efb919263d75459baccded3370ec5494:35","title","Wikipedia\: Book of Amos","url","https\://en\.wikipedia\.org/wiki/Book_of_Amos","abstract","The Book of Amos is the third of the Twelve Minor Prophets in the Old Testament \(Tanakh\) and the second in the Greek Septuagint tradition\. Amos\, an older contemporary of Hosea and Isaiah\,Harris\, Stephen L\."
"WRITE","W1","1","HSET","doc:c6845663f26747b68d2af9406dd3262a:36","title","Wikipedia\: Severus Alexander","url","https\://en\.wikipedia\.org/wiki/Severus_Alexander","abstract","22 March 235"
"WRITE","W1","1","HSET","doc:06dceef01b7b4a31b73d0fd2117bfb30:37","title","Wikipedia\: Advanced Chemistry","url","https\://en\.wikipedia\.org/wiki/Advanced_Chemistry","abstract","Advanced Chemistry is a German hip hop group from Heidelberg\, a scenic city in Baden\-Württemberg\, South Germany\. Advanced Chemistry was founded in 1987 by Toni L\, Linguist\, Gee\-One\, DJ Mike MD \(Mike Dippon\) and MC Torch\."
"WRITE","W1","1","HSET","doc:40bc307284b643f68617b8c0e6945f65:38","title","Wikipedia\: Abjad","url","https\://en\.wikipedia\.org/wiki/Abjad","abstract","An abjad \(\, \; also abgad\) is a writing system in which only consonants are represented\, leaving vowel sounds to be inferred by the reader\. This contrasts with other alphabets\, which provide graphemes for both consonants and vowels\."
"WRITE","W1","1","HSET","doc:0eb0a6b90fdb41d58a5499aa93ed91c8:39","title","Wikipedia\: April 6","url","https\://en\.wikipedia\.org/wiki/April_6","abstract","\=\=Events\=\="
"WRITE","W1","1","HSET","doc:a3fa1c8dba4a454cb60841d4698e991b:40","title","Wikipedia\: American Civil Liberties Union","url","https\://en\.wikipedia\.org/wiki/American_Civil_Liberties_Union","abstract","| founders \="
"WRITE","W1","1","HSET","doc:ed8a651bf45c4d3eba97d270022ba013:41","title","Wikipedia\: Demographics of Angola","url","https\://en\.wikipedia\.org/wiki/Demographics_of_Angola","abstract","This article is about the demographic features of the population of Angola\, including population density\, ethnicity\, education level\, health of the populace\, economic status\, religious affiliations and other aspects of the population\."
"WRITE","W1","1","HSET","doc:19907ec8e6b24327b91a51079094722d:42","title","Wikipedia\: Ataxia","url","https\://en\.wikipedia\.org/wiki/Ataxia","abstract","Ataxia is a neurological sign consisting of lack of voluntary coordination of muscle movements that can include gait abnormality\, speech changes\, and abnormalities in eye movements\. Ataxia is a clinical manifestation indicating dysfunction of the parts of the nervous system that coordinate movement\, such as the cerebellum\."
"WRITE","W1","1","HSET","doc:dd57cc051eb24fa69ba6102507654c5b:43","title","Wikipedia\: Anti\-realism","url","https\://en\.wikipedia\.org/wiki/Anti\-realism","abstract","In analytic philosophy\, anti\-realism is a position which encompasses many varieties such as metaphysical\, mathematical\, semantic\, scientific\, moral and epistemic\. The term was first articulated by British philosopher Michael Dummett in an argument against a form of realism Dummett saw as \'colorless reductionism\'\."
"WRITE","W1","1","HSET","doc:0053cd18b12d4812a7f94fe700ded0db:44","title","Wikipedia\: Almost all","url","https\://en\.wikipedia\.org/wiki/Almost_all","abstract","In mathematics\, the term \""almost all\"" means \""all but a negligible amount\""\. More precisely\, if X is a set\, \""almost all elements of X\"" means \""all elements of X but those in a negligible subset of X\""\."
"WRITE","W1","1","HSET","doc:4c837e2cbd9248a48975f80e37c1f882:45","title","Wikipedia\: Anisotropy","url","https\://en\.wikipedia\.org/wiki/Anisotropy","abstract","Anisotropy \(\) is the property of a material which allows it to change or assume different properties in different directions\, as opposed to isotropy\. It can be defined as a difference\, when measured along different axes\, in a material\'s physical or mechanical properties \(absorbance\, refractive index\, conductivity\, tensile strength\, etc\."
"WRITE","W1","1","HSET","doc:2c5e15fb62a54d95aa4e1343286da749:46","title","Wikipedia\: ASCII","url","https\://en\.wikipedia\.org/wiki/ASCII","abstract","ANSI_X3\.4\-1968\, ANSI_X3\."
"WRITE","W1","1","HSET","doc:dfccbad4a671492eb346cd8e14337425:47","title","Wikipedia\: Amaranth","url","https\://en\.wikipedia\.org/wiki/Amaranth","abstract","Amaranthus \(album\)|the Songhai drum \(doodo\)|talking drum\}\}"
"WRITE","W1","1","HSET","doc:7008ea577f5249aab7c1bfa92f00a990:48","title","Wikipedia\: Arminianism","url","https\://en\.wikipedia\.org/wiki/Arminianism","abstract","Arminianism is a branch of Protestantism based on the theological ideas of the Dutch Reformed theologian Jacobus Arminius \(1560–1609\) and his historic supporters known as Remonstrants\. Dutch Arminianism was originally articulated in the Remonstrance \(1610\)\, a theological statement submitted to the States General of the Netherlands\."
"WRITE","W1","1","HSET","doc:ee789bf886414ddb80a408a2eaddd024:49","title","Wikipedia\: Apollo","url","https\://en\.wikipedia\.org/wiki/Apollo","abstract","\)"
"WRITE","W1","1","HSET","doc:97ddc9187c0d40a984e4e66598b0d824:50","title","Wikipedia\: Anthem","url","https\://en\.wikipedia\.org/wiki/Anthem","abstract","An anthem is a musical composition of \[usually used as a symbol for a distinct group\, particularly the national anthem\]s of \[\[country|countries\. Originally\, and in music theory and religious contexts\, it also refers more particularly to short sacred choral work \(still frequently seen in Sacred Harp and other types of shape note singing\) and still more particularly to a specific form of liturgical music\."
"WRITE","W1","1","HSET","doc:e5dc3acaab654dbfbcd88c99f1a22a37:51","title","Wikipedia\: Alexander Jannaeus","url","https\://en\.wikipedia\.org/wiki/Alexander_Jannaeus","abstract","Alexander Jannaeus \( \;DGRBM\, \""Alexander Jannaeus\""\; RE\, \""\[24|Alexandros 24\]\"" \}\} Yannaʾy\;Corpus Inscriptioum Iudaeae/Palaestinae vol\. 3\, De Gruyter\, \[ p\."
"WRITE","W1","1","HSET","doc:7302eee1775e489fbdb7e2a49d9d24fb:52","title","Wikipedia\: Antimicrobial resistance","url","https\://en\.wikipedia\.org/wiki/Antimicrobial_resistance","abstract","Antimicrobial resistance \(AMR\) occurs when microbes evolve mechanisms that protect them from the effects of antimicrobials\. All classes of microbes can evolve resistance\."
"WRITE","W1","1","HSET","doc:9c714815cf7d450aa7f5ad44a8e44b7c:53","title","Wikipedia\: Argument from morality","url","https\://en\.wikipedia\.org/wiki/Argument_from_morality","abstract","The argument from morality is an argument for the existence of God\. Arguments from morality tend to be based on moral normativity or moral order\."
"WRITE","W1","1","HSET","doc:2bda847cdedb484083aebde1f43afd9a:54","title","Wikipedia\: Alan Kay","url","https\://en\.wikipedia\.org/wiki/Alan_Kay","abstract","| birth_place       \= Springfield\, Massachusetts\, U\.S\."
"WRITE","W1","1","HSET","doc:ed6bbd59ced34142ae7f75946fced370:55","title","Wikipedia\: Alabama","url","https\://en\.wikipedia\.org/wiki/Alabama","abstract","\(We dare defend our rights\)"
"WRITE","W1","1","HSET","doc:e3e16b2122e541c88c15cc33c847629b:56","title","Wikipedia\: Aristotle","url","https\://en\.wikipedia\.org/wiki/Aristotle","abstract","\}\}"
"WRITE","W1","1","HSET","doc:82ca21c6da8b4ded9a85ef7ab9c24a20:57","title","Wikipedia\: Antidepressant","url","https\://en\.wikipedia\.org/wiki/Antidepressant","abstract","| MedlinePlus\=antidepressants"
"WRITE","W1","1","HSET","doc:6dbbc6c09cb64cf3b2c61979de6aabe5:58","title","Wikipedia\: Astoria\, Oregon","url","https\://en\.wikipedia\.org/wiki/Astoria\,_Oregon","abstract","Astoria\}\}"
"WRITE","W1","1","HSET","doc:5fcb090058e44c90b5db63f5b8b57951:59","title","Wikipedia\: Ælle of Sussex","url","https\://en\.wikipedia\.org/wiki/\%C3\%86lle_of_Sussex","abstract","| reign\=c\. 477 – c\."
"WRITE","W1","1","HSET","doc:8b546828d41d4fc58760feef13beafff:60","title","Wikipedia\: Atom","url","https\://en\.wikipedia\.org/wiki/Atom","abstract","An atom is the smallest unit of ordinary matter that forms a chemical element\.McSween Jr\, Harry\, and Gary Huss\."
"WRITE","W1","1","HSET","doc:c9364a0dcb1248aaa03df1d704f8c48d:61","title","Wikipedia\: Alpha compositing","url","https\://en\.wikipedia\.org/wiki/Alpha_compositing","abstract","thumb|This \[\[Visible spectrum|color spectrum image\'s alpha channel falls off to zero at its base\, where it is blended with the background color\.\]\]"
"WRITE","W1","1","HSET","doc:46db5c53bc65470c90eb37b5926f16d0:62","title","Wikipedia\: Ambrosiaster","url","https\://en\.wikipedia\.org/wiki/Ambrosiaster","abstract","Ambrosiaster is the name given to the unknown author of a commentary on the epistles of Saint Paul\, written some time between 366 and 384AD\. This commentary was erroneously attributed for a long time to St\."
"WRITE","W1","1","HSET","doc:8695d081391a4b12ad04d7d83f68c64f:63","title","Wikipedia\: The Amazing Spider\-Man","url","https\://en\.wikipedia\.org/wiki/The_Amazing_Spider\-Man","abstract","| date \="
"WRITE","W1","1","HSET","doc:cda53a7bcd434bcab7052d78c40cb9b2:64","title","Wikipedia\: Athene \(disambiguation\)","url","https\://en\.wikipedia\.org/wiki/Athene_\(disambiguation\)","abstract","Athene or Athena is the shrewd companion of heroes and the goddess of heroic endeavour in Greek mythology\."
"WRITE","W1","1","HSET","doc:3c7cb58e042b444fb81bb2c3bd413725:65","title","Wikipedia\: Abstract \(law\)","url","https\://en\.wikipedia\.org/wiki/Abstract_\(law\)","abstract","In law\, an abstract is a brief statement that contains the most important points of a long legal document or of several related legal papers\."
"WRITE","W1","1","HSET","doc:1ecc573ba8ac45ecb4abf947638ebc14:66","title","Wikipedia\: Economy of Alberta","url","https\://en\.wikipedia\.org/wiki/Economy_of_Alberta","abstract","4\,421\,876 \(2020\)"
"WRITE","W1","1","HSET","doc:dd1e01f8fa344925bac46192a43d50ac:67","title","Wikipedia\: August 16","url","https\://en\.wikipedia\.org/wiki/August_16","abstract","\=\=Events\=\="
"WRITE","W1","1","HSET","doc:0813dd77f7d1487990d35ba3aa9618c1:68","title","Wikipedia\: Mouthwash","url","https\://en\.wikipedia\.org/wiki/Mouthwash","abstract","Mouthwash\, mouth rinse\, oral rinse\, or mouth bath is a liquid which is held in the mouth passively or swilled around the mouth by contraction of the perioral muscles and/or movement of the head\, and may be gargled\, where the head is tilted back and the liquid bubbled at the back of the mouth\."
"WRITE","W1","1","HSET","doc:5471f576b933470bb6b20da9a2c8dd89:69","title","Wikipedia\: Arthur Eddington","url","https\://en\.wikipedia\.org/wiki/Arthur_Eddington","abstract","|image             \= Arthur Stanley Eddington\.jpg"
"WRITE","W1","1","HSET","doc:7db9ebee1a86417b9d75d9a777c51cba:70","title","Wikipedia\: Acquire","url","https\://en\.wikipedia\.org/wiki/Acquire","abstract","| players \= 2–6"
"WRITE","W1","1","HSET","doc:47ee2fcbbb0747bb8563f585c6e09086:71","title","Wikipedia\: Abu Bakr","url","https\://en\.wikipedia\.org/wiki/Abu_Bakr","abstract","\* \}\}"
"WRITE","W1","1","HSET","doc:860a590d7cd449a385045ff6485058f8:72","title","Wikipedia\: Azincourt","url","https\://en\.wikipedia\.org/wiki/Azincourt","abstract","|area km2               \= 8\.46"
"WRITE","W1","1","HSET","doc:9e72ebd6181c4c8e819adf26ac77bbbd:73","title","Wikipedia\: Absorption","url","https\://en\.wikipedia\.org/wiki/Absorption","abstract","Absorption may refer to\:"
"WRITE","W1","1","HSET","doc:a173795ea62c40d59430ce89e0ea6d84:74","title","Wikipedia\: Ambracia","url","https\://en\.wikipedia\.org/wiki/Ambracia","abstract","| map_type       \="
"WRITE","W1","1","HSET","doc:14dab87ee20f4180aa77c6e348d03712:75","title","Wikipedia\: André Gide","url","https\://en\.wikipedia\.org/wiki/Andr\%C3\%A9_Gide","abstract","| image \= André Gide\.jpg"
"WRITE","W1","1","HSET","doc:afe720f0d01342bf97cf8e95c1bca84f:76","title","Wikipedia\: Ann Widdecombe","url","https\://en\.wikipedia\.org/wiki/Ann_Widdecombe","abstract","| image               \= Annewidde\.jpg"
"WRITE","W1","1","HSET","doc:630987c60fe9470a8d7574c0b4871bf4:77","title","Wikipedia\: August 23","url","https\://en\.wikipedia\.org/wiki/August_23","abstract","\=\=Events\=\="
"WRITE","W1","1","HSET","doc:3dcf31f193414245af2758a88074b95a:78","title","Wikipedia\: Anastasius I","url","https\://en\.wikipedia\.org/wiki/Anastasius_I","abstract","Anastasius I or Anastasios I may refer to\:"
"WRITE","W1","1","HSET","doc:a656a25954534bfc9720174a1e2256b6:79","title","Wikipedia\: Approximant","url","https\://en\.wikipedia\.org/wiki/Approximant","abstract","Approximants are speech sounds that involve the articulators approaching each other but not narrowly enough nor with enough articulatory precision\, citing  to create turbulent airflow\. Therefore\, approximants fall between fricatives\, which do produce a turbulent airstream\, and vowels\, which produce no turbulence\."
"WRITE","W1","1","HSET","doc:c4739f2dc26a4420b909092c09735c9a:80","title","Wikipedia\: Ablative case","url","https\://en\.wikipedia\.org/wiki/Ablative_case","abstract","In grammar\, the ablative case \(pronounced \; sometimes abbreviated \) is a grammatical case for nouns\, pronouns\, and adjectives in the grammars of various languages\; it is sometimes used to express motion away from something\, among other uses\. The word \""ablative\"" derives from the Latin ablatus\, the \(irregular\) perfect\, passive participle of auferre \""to carry away\""\."
"WRITE","W1","1","HSET","doc:7bae4811b2e64866ba4881ab56019439:81","title","Wikipedia\: List of artificial intelligence projects","url","https\://en\.wikipedia\.org/wiki/List_of_artificial_intelligence_projects","abstract","The following is a list of current and past\, non\-classified notable artificial intelligence projects\."
"WRITE","W1","1","HSET","doc:25f7849b6b584a8e8b70eb3e93e7276f:82","title","Wikipedia\: List of governors of Alabama","url","https\://en\.wikipedia\.org/wiki/List_of_governors_of_Alabama","abstract","| status \="
"WRITE","W1","1","HSET","doc:3b9b3faaab214871b245e18720431d26:83","title","Wikipedia\: Apple II series","url","https\://en\.wikipedia\.org/wiki/Apple_II_series","abstract","\(original Apple II\)"
"WRITE","W1","1","HSET","doc:6c98e4d4af1d44ceaba248a5b4f6d1e6:84","title","Wikipedia\: Algae","url","https\://en\.wikipedia\.org/wiki/Algae","abstract","\}\}"
"WRITE","W1","1","HSET","doc:0666756ef10843f687e0c7e04e3f4403:85","title","Wikipedia\: Anatole France","url","https\://en\.wikipedia\.org/wiki/Anatole_France","abstract","| image       \= Anatole France young years\.jpg"
"WRITE","W1","1","HSET","doc:e94637d98ffe4379a92855c333bd144e:86","title","Wikipedia\: Asterism","url","https\://en\.wikipedia\.org/wiki/Asterism","abstract","Asterism may refer to\:"
"WRITE","W1","1","HSET","doc:b022a6806a4041fca0b061e3928f8e80:87","title","Wikipedia\: Acadia University","url","https\://en\.wikipedia\.org/wiki/Acadia_University","abstract","\)\, you will conquer\"""
"WRITE","W1","1","HSET","doc:58c3a1ef627d4188bfb72b4df2f0c73f:88","title","Wikipedia\: Alexander II of Scotland","url","https\://en\.wikipedia\.org/wiki/Alexander_II_of_Scotland","abstract","| issue        \= Alexander III of ScotlandMarjorie \(illegitimate\)"
"WRITE","W1","1","HSET","doc:1327dd5566934e6f8a70e9288416af40:89","title","Wikipedia\: Anatoly Karpov","url","https\://en\.wikipedia\.org/wiki/Anatoly_Karpov","abstract","|birth_date \="
"WRITE","W1","1","HSET","doc:6397a35546154fcba10ed5a82054fc6d:90","title","Wikipedia\: Absorption","url","https\://en\.wikipedia\.org/wiki/Absorption","abstract","Absorption may refer to\:"
"WRITE","W1","1","HSET","doc:d9e668eb6ef44945ba8df626e4f3653b:91","title","Wikipedia\: Ælfheah of Canterbury","url","https\://en\.wikipedia\.org/wiki/\%C3\%86lfheah_of_Canterbury","abstract","| birth_place \= Weston\, Somerset\, England"
"WRITE","W1","1","HSET","doc:08cb9c775559442a867d7d2f23d89ee3:92","title","Wikipedia\: Atle Selberg","url","https\://en\.wikipedia\.org/wiki/Atle_Selberg","abstract","| birth_place \= Langesund\, Norway"
"WRITE","W1","1","HSET","doc:d00491f8bcce471fa01e9a5673f5ff39:93","title","Wikipedia\: Alfonso the Battler","url","https\://en\.wikipedia\.org/wiki/Alfonso_the_Battler","abstract","| coronation     \="
"WRITE","W1","1","HSET","doc:c8812086ba1b44e994ab6e2d58a56698:94","title","Wikipedia\: Anthemius of Tralles","url","https\://en\.wikipedia\.org/wiki/Anthemius_of_Tralles","abstract","Anthemius of Tralles \(\, Medieval Greek\: \, Anthémios o Trallianós\;  – 533  558\) was a Greek from Tralles who worked as a geometer and architect in Constantinople\, the capital of the Byzantine Empire\. With Isidore of Miletus\, he designed the Hagia Sophia for Justinian I\."
"WRITE","W1","1","HSET","doc:5f1c51f0ec7d40bd99b50147a1a1b9ec:95","title","Wikipedia\: Axon","url","https\://en\.wikipedia\.org/wiki/Axon","abstract","An axon \(from Greek ἄξων áxōn\, axis\)\, or nerve fiber \(or nerve fibre\: see spelling differences\)\, is a long\, slender projection of a nerve cell\, or neuron\, in vertebrates\, that typically conducts electrical impulses known as action potentials away from the nerve cell body\. The function of the axon is to transmit information to different neurons\, muscles\, and glands\."
"WRITE","W1","1","HSET","doc:6c421e4929d54bcfad9bbebf52eefe94:96","title","Wikipedia\: Analysis","url","https\://en\.wikipedia\.org/wiki/Analysis","abstract","Analysis is the process of breaking a complex topic or substance into smaller parts in order to gain a better understanding of it\. The technique has been applied in the study of mathematics and logic since before Aristotle \(384–322 B\."
"WRITE","W1","1","HSET","doc:cb1df4aa92ac489390aa96cb733b139a:97","title","Wikipedia\: Amyntas I of Macedon","url","https\://en\.wikipedia\.org/wiki/Amyntas_I_of_Macedon","abstract","pp 343\-345"
"WRITE","W1","1","HSET","doc:c11a7efe28e54dd3bb638fbbee65d5d2:98","title","Wikipedia\: August 21","url","https\://en\.wikipedia\.org/wiki/August_21","abstract","\=\=Events\=\="
"WRITE","W1","1","HSET","doc:b4971a5a25dc4777b89cdfdb4a3b0485:99","title","Wikipedia\: Alexios V Doukas","url","https\://en\.wikipedia\.org/wiki/Alexios_V_Doukas","abstract","Baldwin I Theodore I Michael I Alexios I"
"WRITE","W1","1","HSET","doc:c4d2edd5baa14e549c66cc04cd0f416b:100","title","Wikipedia\: Avery Hopwood","url","https\://en\.wikipedia\.org/wiki/Avery_Hopwood","abstract","| birth_place   \= Cleveland\, Ohio\, United States"
"WRITE","W1","1","HSET","doc:90c9b717eed447e29f7ec739fcaf823f:101","title","Wikipedia\: August 4","url","https\://en\.wikipedia\.org/wiki/August_4","abstract","\=\=Events\=\="
"WRITE","W1","1","HSET","doc:9684f478085645b5929166816264ead1:102","title","Wikipedia\: A Clockwork Orange \(novel\)","url","https\://en\.wikipedia\.org/wiki/A_Clockwork_Orange_\(novel\)","abstract","A Clockwork Orange is a dystopian satirical black comedy novel by English writer Anthony Burgess\, published in 1962\. It is set in a near\-future society that has a youth subculture of extreme violence\."
"WRITE","W1","1","HSET","doc:f5d9b34710704c768629a95cecd43460:103","title","Wikipedia\: Analysis of variance","url","https\://en\.wikipedia\.org/wiki/Analysis_of_variance","abstract","Analysis of variance \(ANOVA\) is a collection of statistical models and their associated estimation procedures \(such as the \""variation\"" among and between groups\) used to analyze the differences among means\. ANOVA was developed by the statistician Ronald Fisher\."
